Yield_CT,Yield_NT,Yield_change,NT_effect,Latitude,Longitude,Crop,Years_NT,Crop_rotation_CT,Crop_rotation_NT,Soil_cover_CT,Soil_cover_NT,Weed_pest_control_CT,Weed_pest_control_NT,P,E,PB,Tave,Tmax,Tmin,ST
3951,4951,0.2531,Yes,27.55,-109.15,wheat.winter,4,0,0,0,1,1,1,116,700.852,-584.852,25.98571,37.73378,11.92019,Loam
4080,4867,0.1929,Yes,27.55,-109.15,wheat.winter,4,0,0,0,1,1,1,116,700.852,-584.852,25.98571,37.73378,11.92019,Loam
7377,7574,0.0267,Yes,27.55,-109.15,wheat.winter,4,0,0,0,1,1,1,116,700.852,-584.852,25.98571,37.73378,11.92019,Loam
7461,7519,0.0078,Yes,27.55,-109.15,wheat.winter,4,0,0,0,1,1,1,116,700.852,-584.852,25.98571,37.73378,11.92019,Loam
11400,7270,-0.3623,No,44.87,20.33,maize,22,0,0,0,0,1,1,521.1,518.82,2.28,18.37143,28.16035,8.35861,Loam
12090,6890,-0.4301,No,44.87,20.33,maize,22,0,0,0,0,1,1,521.1,518.82,2.28,18.37143,28.16035,8.35861,Loam
10700,5030,-0.5299,No,44.87,20.33,maize,22,0,0,0,0,1,1,521.1,518.82,2.28,18.37143,28.16035,8.35861,Loam
9270,3900,-0.5793,No,44.87,20.33,maize,23,0,0,0,0,1,1,201.1,556.621,-355.521,19.92857,32.23464,10.08076,Loam
8680,3010,-0.6532,No,44.87,20.33,maize,23,0,0,0,0,1,1,201.1,556.621,-355.521,19.92857,32.23464,10.08076,Loam
8440,1980,-0.7654,No,44.87,20.33,maize,23,0,0,0,0,1,1,201.1,556.621,-355.521,19.92857,32.23464,10.08076,Loam
8600,7330,-0.1477,No,44.87,20.33,maize,24,0,0,0,0,1,1,652.7,521.411,131.289,17.97143,29.63389,7.03558,Loam
9510,6650,-0.3007,No,44.87,20.33,maize,24,0,0,0,0,1,1,652.7,521.411,131.289,17.97143,29.63389,7.03558,Loam
8850,3999,-0.5481,No,44.87,20.33,maize,24,0,0,0,0,1,1,652.7,521.411,131.289,17.97143,29.63389,7.03558,Loam
9580,8280,-0.1357,No,44.87,20.33,maize,25,0,0,0,0,1,1,343.2,531.363,-188.163,18.55714,30.01398,6.87157,Loam
10260,8620,-0.1598,No,44.87,20.33,maize,25,0,0,0,0,1,1,343.2,531.363,-188.163,18.55714,30.01398,6.87157,Loam
10240,8480,-0.1719,No,44.87,20.33,maize,25,0,0,0,0,1,1,343.2,531.363,-188.163,18.55714,30.01398,6.87157,Loam
8850,6660,-0.2475,No,44.87,20.33,maize,26,0,0,0,0,1,1,349.9,541.295,-191.395,18.98571,32.13131,5.97867,Loam
8980,5950,-0.3374,No,44.87,20.33,maize,26,0,0,0,0,1,1,349.9,541.295,-191.395,18.98571,32.13131,5.97867,Loam
8690,5420,-0.3763,No,44.87,20.33,maize,26,0,0,0,0,1,1,349.9,541.295,-191.395,18.98571,32.13131,5.97867,Loam
14090,13280,-0.0575,No,44.87,20.33,maize,27,0,0,0,0,1,1,511,513.454,-2.454,17.84286,27.75401,8.77322,Loam
14250,12310,-0.1361,No,44.87,20.33,maize,27,0,0,0,0,1,1,511,513.454,-2.454,17.84286,27.75401,8.77322,Loam
14540,8810,-0.3941,No,44.87,20.33,maize,27,0,0,0,0,1,1,511,513.454,-2.454,17.84286,27.75401,8.77322,Loam
14700,13910,-0.0537,No,44.87,20.33,maize,28,0,0,0,0,1,1,371.1,498.976,-127.876,17.58571,27.40335,7.70542,Loam
13800,6930,-0.4978,No,44.87,20.33,maize,28,0,0,0,0,1,1,371.1,498.976,-127.876,17.58571,27.40335,7.70542,Loam
13130,5900,-0.5506,No,44.87,20.33,maize,28,0,0,0,0,1,1,371.1,498.976,-127.876,17.58571,27.40335,7.70542,Loam
12720,10670,-0.1612,No,44.87,20.33,maize,29,0,0,0,0,1,1,398,535.596,-137.596,18.21429,29.7739,9.02815,Loam
13510,7760,-0.4256,No,44.87,20.33,maize,29,0,0,0,0,1,1,398,535.596,-137.596,18.21429,29.7739,9.02815,Loam
10080,5490,-0.4554,No,44.87,20.33,maize,29,0,0,0,0,1,1,398,535.596,-137.596,18.21429,29.7739,9.02815,Loam
6480,5720,-0.1173,No,44.87,20.33,maize,30,0,0,0,0,1,1,375.6,552.309,-176.709,18.85714,31.47928,6.71796,Loam
9200,7220,-0.2152,No,44.87,20.33,maize,30,0,0,0,0,1,1,375.6,552.309,-176.709,18.85714,31.47928,6.71796,Loam
9100,6220,-0.3165,No,44.87,20.33,maize,30,0,0,0,0,1,1,375.6,552.309,-176.709,18.85714,31.47928,6.71796,Loam
8790,5010,-0.43,No,44.87,20.33,maize,31,0,0,0,0,1,1,274.8,541.274,-266.474,18.92857,29.82978,8.56115,Loam
10270,4540,-0.5579,No,44.87,20.33,maize,31,0,0,0,0,1,1,274.8,541.274,-266.474,18.92857,29.82978,8.56115,Loam
9640,2250,-0.7666,No,44.87,20.33,maize,31,0,0,0,0,1,1,274.8,541.274,-266.474,18.92857,29.82978,8.56115,Loam
9430,9310,-0.0127,No,43.32,-81.5,maize,7,0,0,0,1,1,1,720.4,520.345,200.055,16.36667,25.74929,5.59633,Clay loam
9040,8910,-0.0144,No,43.32,-81.5,maize,7,0,0,0,1,1,1,720.4,520.345,200.055,16.36667,25.74929,5.59633,Clay loam
8100,7710,-0.0481,No,43.32,-81.5,maize,8,0,0,NA,NA,1,1,500.6,519.422,-18.822,15.71667,25.31018,4.15451,Clay loam
8410,7980,-0.0511,No,43.32,-81.5,maize,8,0,0,NA,NA,1,1,500.6,519.422,-18.822,15.71667,25.31018,4.15451,Clay loam
13200,12990,-0.0159,No,43.32,-81.5,maize,9,0,0,NA,NA,1,1,347.6,567.936,-220.336,18.05,26.46765,8.2952,Clay loam
13160,12180,-0.0745,No,43.32,-81.5,maize,9,0,0,NA,NA,1,1,347.6,567.936,-220.336,18.05,26.46765,8.2952,Clay loam
9230,6350,-0.312,No,43.63,-80.03,maize,1,0,0,0,1,1,1,527.1000137,441.4342338,85.666,15.95000013,26.6362541,5.018897764,Loam
10380,8740,-0.158,No,43.63,-80.03,maize,2,0,0,0,1,1,1,494.7,472.374,22.326,16.58333,27.52769,5.4467,Loam
8490,7700,-0.0931,No,43.63,-80.03,maize,3,0,0,0,1,1,1,499.3,446.6,52.7,16.03333,25.37778,6.16022,Loam
6270,5110,-0.185,No,43.52,-79.94,maize,2,0,0,0,1,1,1,499.3,446.6,52.7,16.03333,25.37778,6.16022,Loam
8080,8550,0.0582,Yes,43,-80.08,maize,13,1,1,NA,NA,1,1,508,443.27,64.73,15.38333,23.99652,5.15685,Sandy loam
8690,8710,0.0023,Yes,43,-80.08,maize,13,1,1,NA,NA,1,1,508,443.27,64.73,15.38333,23.99652,5.15685,Sandy loam
8780,8440,-0.0387,No,43,-80.08,maize,13,1,1,NA,NA,1,1,508,443.27,64.73,15.38333,23.99652,5.15685,Sandy loam
8610,7680,-0.108,No,43,-80.08,maize,13,1,1,NA,NA,1,1,508,443.27,64.73,15.38333,23.99652,5.15685,Sandy loam
6660,7620,0.1441,Yes,43,-80.08,maize,14,1,1,0,1,1,1,249.9,486.537,-236.637,17.73333,25.59522,7.54019,Sandy loam
7380,7750,0.0501,Yes,43,-80.08,maize,14,1,1,0,1,1,1,249.9,486.537,-236.637,17.73333,25.59522,7.54019,Sandy loam
6990,6930,-0.0086,No,43,-80.08,maize,14,1,1,0,1,1,1,249.9,486.537,-236.637,17.73333,25.59522,7.54019,Sandy loam
7020,6430,-0.084,No,43,-80.08,maize,14,1,1,0,1,1,1,249.9,486.537,-236.637,17.73333,25.59522,7.54019,Sandy loam
8010,8680,0.0836,Yes,36.38,-79.69,maize,1,0,0,0,1,1,1,697.8,552.795,145.005,19.96667,29.51864,6.93195,Loam
2200,3860,0.7545,Yes,36.38,-79.69,maize,4,0,0,0,1,1,1,733.5,594.217,139.283,21.8,32.52586,7.40057,Loam
2540,2030,-0.2008,No,36.38,-79.69,maize,4,0,0,0,1,1,1,733.5,594.217,139.283,21.8,32.52586,7.40057,Loam
4220,7080,0.6777,Yes,36.38,-79.69,maize,5,0,0,0,1,1,1,538.4,595.625,-57.225,21.05,32.2319,7.10583,Loam
4060,6630,0.633,Yes,36.38,-79.69,maize,5,0,0,0,1,1,1,538.4,595.625,-57.225,21.05,32.2319,7.10583,Loam
2830,2540,-0.1025,No,36.38,-79.69,soybean,1,0,0,0,1,1,1,585.8,457.521,128.279,19.33333,29.51864,1.45893,Loam
2470,3080,0.247,Yes,36.38,-79.69,soybean,4,0,0,0,1,1,1,555.4,481.357,74.043,19.98333,32.52586,4.07317,Loam
2140,2540,0.1869,Yes,36.38,-79.69,soybean,5,0,0,0,1,1,1,567.2,473.076,94.124,19.18333,32.2319,3.76706,Loam
9008,8347,-0.0734,No,35.3,113.9,maize,1,0,0,0,1,NA,NA,470.3,435.228,35.072,24.76,33.59284,15.92283,Loam
9438,8645,-0.084,No,35.3,113.9,maize,1,0,0,0,1,NA,NA,470.3,435.228,35.072,24.76,33.59284,15.92283,Loam
9702,9041,-0.0681,No,35.3,113.9,maize,1,0,0,0,1,NA,NA,470.3,435.228,35.072,24.76,33.59284,15.92283,Loam
11719,10959,-0.0649,No,35.3,113.9,maize,1,0,0,0,1,NA,NA,470.3,435.228,35.072,24.76,33.59284,15.92283,Loam
11884,11422,-0.0389,No,35.3,113.9,maize,1,0,0,0,1,NA,NA,470.3,435.228,35.072,24.76,33.59284,15.92283,Loam
10959,10529,-0.0392,No,35.3,113.9,maize,1,0,0,0,1,NA,NA,470.3,435.228,35.072,24.76,33.59284,15.92283,Loam
8975,8545,-0.0479,No,35.3,113.9,maize,1,0,0,0,1,NA,NA,470.3,435.228,35.072,24.76,33.59284,15.92283,Loam
8757,9215,0.0523,Yes,35.33,110.1,maize,7,0,0,0,1,1,1,353.6,423.968,-70.368,19.22,28.41125,5.12454,Loam
9244,8393,-0.0921,No,35.33,110.1,maize,8,0,0,0,1,1,1,328.5,436.997,-108.497,18.64,29.40154,3.51329,Loam
10607,11286,0.064,Yes,35.33,110.1,maize,10,0,0,0,1,1,1,443.7,431.219,12.481,18.64,28.80748,2.59857,Loam
1608,2323,0.4447,Yes,51.7,-113.22,wheat.spring,7,0,0,0,1,1,1,258.2,408.35,-150.15,11.64,25.65182,2.64796,Loam
1895,2235,0.1794,Yes,51.7,-113.22,wheat.spring,8,0,0,0,1,1,1,162.3,405.518,-243.218,13.38,28.18925,4.02946,Loam
391,966,1.4706,Yes,51.7,-113.22,wheat.spring,9,0,0,0,1,1,1,224.1,384.919,-160.819,12.68,27.54841,0.99583,Loam
2676,2764,0.0329,Yes,51.7,-113.22,wheat.spring,10,0,0,0,1,1,1,157.3,412.215,-254.915,13.36,26.94302,2.90929,Loam
3318,3211,-0.0322,No,37.5,112.5,maize,2,0,0,0,1,1,1,310.2,469.464,-159.264,22.9,29.42001,8.76957,Loam
6967,5489,-0.2121,No,37.5,112.5,maize,3,0,0,0,1,1,1,400,450.886,-50.886,22.3,29.9373,9.46676,Loam
6324,4953,-0.2168,No,37.5,112.5,maize,4,0,0,0,1,1,1,452,432.966,19.034,22.06,27.99201,9.04353,Loam
5885,5480,-0.0688,No,37.5,112.5,maize,11,0,0,0,1,1,1,489.7,430.86,58.84,22.3,28.11063,11.6023,Loam
5290,4622,-0.1263,No,37.5,112.5,maize,12,0,0,0,1,1,1,381.7,441.69,-59.99,22.26,28.69421,10.67545,Loam
5076,4349,-0.1432,No,37.5,112.5,maize,13,0,0,0,1,1,1,405.2,447.945,-42.745,23.86,30.97464,11.51271,Loam
4874,4993,0.0244,Yes,37.5,112.5,maize,14,0,0,0,1,1,1,424.2,458.787,-34.587,23.34,30.29687,11.63358,Loam
7498,6282,-0.1622,No,37.5,112.5,maize,15,0,0,0,1,1,1,434.8,455.791,-20.991,23.38,29.05709,10.78784,Loam
6438,5925,-0.0797,No,37.5,112.5,maize,16,0,0,0,1,1,1,290.1,464.075,-173.975,22.82,29.74644,10.25183,Loam
6748,6117,-0.0935,No,36,113,maize,3,0,0,0,1,NA,NA,362.4,470.797,-108.397,20.28,29.25591,11.7396,Loam
3876,2743,-0.2923,No,36,113,maize,4,0,0,0,1,NA,NA,454.3,435.058,19.242,20.12,28.34696,11.9629,Loam
6381,5129,-0.1962,No,36,113,maize,5,0,0,0,1,NA,NA,355.7,441.61,-85.91,19.7,26.41329,10.68587,Loam
4365,4802,0.1001,Yes,34.5,113,wheat.winter,4,0,0,0,1,NA,NA,569.8,620.688,-50.888,13.74,29.1305,-3.3587,Loam
4109,4291,0.0443,Yes,34.5,113,wheat.winter,5,0,0,0,1,NA,NA,796.4,646.632,149.768,14.77,28.83695,-2.89792,Loam
4569,5306,0.1613,Yes,34.5,113,wheat.winter,6,0,0,0,1,NA,NA,534,647.169,-113.169,14.11,32.60032,-4.48129,Loam
6847,6627,-0.0321,No,34.3,-86.02,maize,12,0,0,0,1,1,1,660.3,589.067,71.233,23.05,32.42423,11.67686,Loam
5558,4974,-0.1051,No,34.3,-86.02,maize,12,0,0,0,1,1,1,660.3,589.067,71.233,23.05,32.42423,11.67686,Loam
6474,5639,-0.129,No,34.3,-86.02,maize,12,0,0,0,1,1,1,660.3,589.067,71.233,23.05,32.42423,11.67686,Loam
7019,5972,-0.1492,No,34.3,-86.02,maize,12,0,0,0,1,1,1,660.3,589.067,71.233,23.05,32.42423,11.67686,Loam
3354,3638,0.0847,Yes,34.3,-86.02,maize,14,0,0,0,1,1,1,542.6,642.077,-99.477,22.13333,35.02888,6.68193,Loam
4241,4521,0.066,Yes,34.3,-86.02,maize,14,0,0,0,1,1,1,542.6,642.077,-99.477,22.13333,35.02888,6.68193,Loam
4545,4701,0.0343,Yes,34.3,-86.02,maize,14,0,0,0,1,1,1,542.6,642.077,-99.477,22.13333,35.02888,6.68193,Loam
3751,2997,-0.201,No,34.3,-86.02,maize,14,0,0,0,1,1,1,542.6,642.077,-99.477,22.13333,35.02888,6.68193,Loam
8104,7838,-0.0328,No,34.3,-86.02,maize,15,0,0,0,1,1,1,838.3,595.544,242.756,21.96667,30.85223,9.8688,Loam
8228,7956,-0.0331,No,34.3,-86.02,maize,15,0,0,0,1,1,1,838.3,595.544,242.756,21.96667,30.85223,9.8688,Loam
8132,7528,-0.0743,No,34.3,-86.02,maize,15,0,0,0,1,1,1,838.3,595.544,242.756,21.96667,30.85223,9.8688,Loam
9195,7573,-0.1764,No,34.3,-86.02,maize,15,0,0,0,1,1,1,838.3,595.544,242.756,21.96667,30.85223,9.8688,Loam
6117,6561,0.0726,Yes,34.3,-86.02,maize,16,0,0,0,1,1,1,632.2,642.644,-10.444,22.4,33.63775,8.52692,Loam
6408,6675,0.0417,Yes,34.3,-86.02,maize,16,0,0,0,1,1,1,632.2,642.644,-10.444,22.4,33.63775,8.52692,Loam
5920,5091,-0.14,No,34.3,-86.02,maize,16,0,0,0,1,1,1,632.2,642.644,-10.444,22.4,33.63775,8.52692,Loam
6038,4492,-0.256,No,34.3,-86.02,maize,16,0,0,0,1,1,1,632.2,642.644,-10.444,22.4,33.63775,8.52692,Loam
9510,7880,-0.1714,No,34.3,-86.02,maize,17,0,0,0,1,1,1,724,628.795,95.205,21.78333,31.13493,6.42071,Loam
9318,7390,-0.2069,No,34.3,-86.02,maize,17,0,0,0,1,1,1,724,628.795,95.205,21.78333,31.13493,6.42071,Loam
8148,5251,-0.3555,No,34.3,-86.02,maize,17,0,0,0,1,1,1,724,628.795,95.205,21.78333,31.13493,6.42071,Loam
8473,5115,-0.3963,No,34.3,-86.02,maize,17,0,0,0,1,1,1,724,628.795,95.205,21.78333,31.13493,6.42071,Loam
7513,6875,-0.0849,No,34.3,-86.02,maize,18,0,0,0,1,1,1,894.4,595.343,299.057,20.88333,32.00902,6.33477,Loam
8383,6565,-0.2169,No,34.3,-86.02,maize,18,0,0,0,1,1,1,894.4,595.343,299.057,20.88333,32.00902,6.33477,Loam
8777,6748,-0.2312,No,34.3,-86.02,maize,18,0,0,0,1,1,1,894.4,595.343,299.057,20.88333,32.00902,6.33477,Loam
6751,5038,-0.2537,No,34.3,-86.02,maize,18,0,0,0,1,1,1,894.4,595.343,299.057,20.88333,32.00902,6.33477,Loam
7595,6745,-0.1119,No,34.3,-86.02,maize,19,0,0,0,1,1,1,619.4,646.371,-26.971,23.25,32.34329,8.52078,Loam
7010,5877,-0.1616,No,34.3,-86.02,maize,19,0,0,0,1,1,1,619.4,646.371,-26.971,23.25,32.34329,8.52078,Loam
5741,2200,-0.6168,No,34.3,-86.02,maize,19,0,0,0,1,1,1,619.4,646.371,-26.971,23.25,32.34329,8.52078,Loam
6235,1968,-0.6844,No,34.3,-86.02,maize,19,0,0,0,1,1,1,619.4,646.371,-26.971,23.25,32.34329,8.52078,Loam
10409,13152,0.2635,Yes,34.3,-86.02,maize,22,0,0,0,1,1,1,799.6,609.677,189.923,22.01667,31.09053,10.40166,Loam
9394,11647,0.2398,Yes,34.3,-86.02,maize,22,0,0,0,1,1,1,799.6,609.677,189.923,22.01667,31.09053,10.40166,Loam
10750,12690,0.1805,Yes,34.3,-86.02,maize,22,0,0,0,1,1,1,799.6,609.677,189.923,22.01667,31.09053,10.40166,Loam
11508,10894,-0.0534,No,34.3,-86.02,maize,22,0,0,0,1,1,1,799.6,609.677,189.923,22.01667,31.09053,10.40166,Loam
2281,2634,0.1548,Yes,34.3,-86.02,soybean,12,0,0,0,1,1,1,394,498.555,-104.555,20.75,32.42423,1.73471,Loam
2715,2830,0.0424,Yes,34.3,-86.02,soybean,12,0,0,0,1,1,1,394,498.555,-104.555,20.75,32.42423,1.73471,Loam
2281,2085,-0.0859,No,34.3,-86.02,soybean,12,0,0,0,1,1,1,394,498.555,-104.555,20.75,32.42423,1.73471,Loam
2815,2525,-0.103,No,34.3,-86.02,soybean,12,0,0,0,1,1,1,394,498.555,-104.555,20.75,32.42423,1.73471,Loam
1983,2018,0.0177,Yes,34.3,-86.02,soybean,14,0,0,0,1,1,1,483.4,530.454,-47.054,20.53333,35.02888,2.76552,Loam
1730,1669,-0.0353,No,34.3,-86.02,soybean,14,0,0,0,1,1,1,483.4,530.454,-47.054,20.53333,35.02888,2.76552,Loam
1730,1630,-0.0578,No,34.3,-86.02,soybean,14,0,0,0,1,1,1,483.4,530.454,-47.054,20.53333,35.02888,2.76552,Loam
1983,1850,-0.0671,No,34.3,-86.02,soybean,14,0,0,0,1,1,1,483.4,530.454,-47.054,20.53333,35.02888,2.76552,Loam
2680,2756,0.0284,Yes,34.3,-86.02,soybean,15,0,0,0,1,1,1,782.9,465.504,317.396,20.6,30.85223,5.99667,Loam
2680,2703,0.0086,Yes,34.3,-86.02,soybean,15,0,0,0,1,1,1,782.9,465.504,317.396,20.6,30.85223,5.99667,Loam
3702,3134,-0.1534,No,34.3,-86.02,soybean,15,0,0,0,1,1,1,782.9,465.504,317.396,20.6,30.85223,5.99667,Loam
3702,3021,-0.184,No,34.3,-86.02,soybean,15,0,0,0,1,1,1,782.9,465.504,317.396,20.6,30.85223,5.99667,Loam
3104,3448,0.1108,Yes,34.3,-86.02,soybean,16,0,0,0,1,1,1,884.2,513.111,371.089,19.98333,33.63775,0.96998,Loam
3328,3689,0.1085,Yes,34.3,-86.02,soybean,16,0,0,0,1,1,1,884.2,513.111,371.089,19.98333,33.63775,0.96998,Loam
3328,3429,0.0303,Yes,34.3,-86.02,soybean,16,0,0,0,1,1,1,884.2,513.111,371.089,19.98333,33.63775,0.96998,Loam
3104,3164,0.0193,Yes,34.3,-86.02,soybean,16,0,0,0,1,1,1,884.2,513.111,371.089,19.98333,33.63775,0.96998,Loam
2176,2465,0.1328,Yes,34.3,-86.02,soybean,17,0,0,0,1,1,1,697.1,501.529,195.571,19.78333,31.13493,3.5017,Loam
2176,2350,0.08,Yes,34.3,-86.02,soybean,17,0,0,0,1,1,1,697.1,501.529,195.571,19.78333,31.13493,3.5017,Loam
2630,2621,-0.0034,No,34.3,-86.02,soybean,17,0,0,0,1,1,1,697.1,501.529,195.571,19.78333,31.13493,3.5017,Loam
2630,2488,-0.054,No,34.3,-86.02,soybean,17,0,0,0,1,1,1,697.1,501.529,195.571,19.78333,31.13493,3.5017,Loam
2256,2719,0.2052,Yes,34.3,-86.02,soybean,18,0,0,0,1,1,1,813,484.696,328.304,19.51667,32.00902,2.62302,Loam
2256,2642,0.1711,Yes,34.3,-86.02,soybean,18,0,0,0,1,1,1,813,484.696,328.304,19.51667,32.00902,2.62302,Loam
2877,3118,0.0838,Yes,34.3,-86.02,soybean,18,0,0,0,1,1,1,813,484.696,328.304,19.51667,32.00902,2.62302,Loam
2877,3103,0.0786,Yes,34.3,-86.02,soybean,18,0,0,0,1,1,1,813,484.696,328.304,19.51667,32.00902,2.62302,Loam
1628,1750,0.0749,Yes,34.3,-86.02,soybean,19,0,0,0,1,1,1,512.9,535.899,-22.999,22.03333,32.34329,5.17953,Loam
1912,1962,0.0262,Yes,34.3,-86.02,soybean,19,0,0,0,1,1,1,512.9,535.899,-22.999,22.03333,32.34329,5.17953,Loam
1628,1646,0.0111,Yes,34.3,-86.02,soybean,19,0,0,0,1,1,1,512.9,535.899,-22.999,22.03333,32.34329,5.17953,Loam
1912,1618,-0.1538,No,34.3,-86.02,soybean,19,0,0,0,1,1,1,512.9,535.899,-22.999,22.03333,32.34329,5.17953,Loam
2583,3470,0.3434,Yes,34.3,-86.02,soybean,22,0,0,0,1,1,1,754.5,496.409,258.091,20.43333,31.09053,3.89723,Loam
2583,3103,0.2013,Yes,34.3,-86.02,soybean,22,0,0,0,1,1,1,754.5,496.409,258.091,20.43333,31.09053,3.89723,Loam
2752,2869,0.0425,Yes,34.3,-86.02,soybean,22,0,0,0,1,1,1,754.5,496.409,258.091,20.43333,31.09053,3.89723,Loam
2752,2833,0.0294,Yes,34.3,-86.02,soybean,22,0,0,0,1,1,1,754.5,496.409,258.091,20.43333,31.09053,3.89723,Loam
7288,6052,-0.1696,No,40.25,-85.15,maize,3,0,0,0,1,1,1,518.8,531.091,-12.291,18.9,29.14876,1.58776,Loam
6918,5795,-0.1623,No,40.25,-85.15,maize,4,0,0,0,1,1,1,335.8,534.445,-198.645,18.88333,31.67139,1.97819,Loam
5883,5450,-0.0736,No,40.25,-85.15,maize,5,0,0,0,1,1,1,737,493.374,243.626,18.21667,29.02979,4.58544,Loam
7815,7175,-0.0819,No,40.25,-85.15,maize,6,0,0,0,1,1,1,773,482.841,290.159,18,27.72907,5.10311,Loam
8473,8166,-0.0362,No,39.03,-85.52,maize,3,0,0,0,1,1,1,470.9,555.409,-84.509,20.48333,30.42576,2.4852,Loam
3889,3694,-0.0501,No,39.03,-85.52,maize,4,0,0,0,1,1,1,527.4,554.448,-27.048,20.1,32.13412,3.14611,Loam
11609,11315,-0.0253,No,40.47,-86.98,maize,13,0,0,0,1,1,1,561.1,540.171,20.929,19.55,30.23676,1.81497,Loam
10882,10324,-0.0513,No,40.47,-86.98,maize,13,0,0,0,1,1,1,561.1,540.171,20.929,19.55,30.23676,1.81497,Loam
9358,8743,-0.0657,No,40.47,-86.98,maize,14,0,0,0,1,1,1,335.4,546.436,-211.036,19.68333,32.4931,2.44523,Loam
8266,7708,-0.0675,No,40.47,-86.98,maize,14,0,0,0,1,1,1,335.4,546.436,-211.036,19.68333,32.4931,2.44523,Loam
11409,11578,0.0148,Yes,40.47,-86.98,maize,15,0,0,0,1,1,1,604.2,507.199,97.001,18.6,29.51555,5.9568,Loam
11685,8787,-0.248,No,40.47,-86.98,maize,15,0,0,0,1,1,1,604.2,507.199,97.001,18.6,29.51555,5.9568,Loam
12092,12136,0.0036,Yes,40.47,-86.98,maize,16,0,0,0,1,1,1,719.1,490.112,228.988,18.5,28.35973,5.22823,Loam
12061,10825,-0.1025,No,40.47,-86.98,maize,16,0,0,0,1,1,1,719.1,490.112,228.988,18.5,28.35973,5.22823,Loam
8210,7997,-0.0259,No,40.47,-86.98,maize,17,0,0,0,1,1,1,404.1,543.628,-139.528,20.65,30.93442,7.87919,Loam
7495,6291,-0.1606,No,40.47,-86.98,maize,17,0,0,0,1,1,1,404.1,543.628,-139.528,20.65,30.93442,7.87919,Loam
11384,10976,-0.0358,No,40.47,-86.98,maize,19,0,0,0,1,1,1,880.2,494.027,386.173,18.56667,29.32043,4.41404,Loam
11208,8938,-0.2025,No,40.47,-86.98,maize,19,0,0,0,1,1,1,880.2,494.027,386.173,18.56667,29.32043,4.41404,Loam
13460,12695,-0.0568,No,40.47,-86.98,maize,20,0,0,0,1,1,1,414.8,525.415,-110.615,18.63333,29.7984,7.28592,Loam
13466,7564,-0.4383,No,40.47,-86.98,maize,20,0,0,0,1,1,1,414.8,525.415,-110.615,18.63333,29.7984,7.28592,Loam
3656,3481,-0.0479,No,40.47,-86.98,soybean,6,0,0,0,1,1,1,491.5,525.367,-33.867,19.56667,31.61784,5.29972,Loam
3649,3326,-0.0885,No,40.47,-86.98,soybean,6,0,0,0,1,1,1,491.5,525.367,-33.867,19.56667,31.61784,5.29972,Loam
3306,3252,-0.0163,No,40.47,-86.98,soybean,7,0,0,0,1,1,1,775.7,488.06,287.64,18.38333,28.71078,5.11918,Loam
3340,3199,-0.0422,No,40.47,-86.98,soybean,7,0,0,0,1,1,1,775.7,488.06,287.64,18.38333,28.71078,5.11918,Loam
3730,3353,-0.1011,No,40.47,-86.98,soybean,8,0,0,0,1,1,1,543.1,505.33,37.77,18.78333,29.55469,7.80008,Loam
4079,3609,-0.1152,No,40.47,-86.98,soybean,8,0,0,0,1,1,1,543.1,505.33,37.77,18.78333,29.55469,7.80008,Loam
3857,3414,-0.1149,No,40.47,-86.98,soybean,9,0,0,0,1,1,1,518.4,535.338,-16.938,19.98333,33.26619,8.35621,Loam
4059,3427,-0.1557,No,40.47,-86.98,soybean,9,0,0,0,1,1,1,518.4,535.338,-16.938,19.98333,33.26619,8.35621,Loam
3783,2997,-0.2078,No,40.47,-86.98,soybean,10,0,0,0,1,1,1,525.6,497.216,28.384,19.18333,30.8165,9.15767,Loam
3837,2715,-0.2924,No,40.47,-86.98,soybean,10,0,0,0,1,1,1,525.6,497.216,28.384,19.18333,30.8165,9.15767,Loam
3051,3084,0.0108,Yes,40.47,-86.98,soybean,13,0,0,0,1,1,1,561.1,540.171,20.929,19.55,30.23676,1.81497,Loam
3474,3313,-0.0463,No,40.47,-86.98,soybean,13,0,0,0,1,1,1,561.1,540.171,20.929,19.55,30.23676,1.81497,Loam
2406,2533,0.0528,Yes,40.47,-86.98,soybean,14,0,0,0,1,1,1,335.4,546.436,-211.036,19.68333,32.4931,2.44523,Loam
3011,2305,-0.2345,No,40.47,-86.98,soybean,14,0,0,0,1,1,1,335.4,546.436,-211.036,19.68333,32.4931,2.44523,Loam
2412,3158,0.3093,Yes,40.47,-86.98,soybean,15,0,0,0,1,1,1,604.2,507.199,97.001,18.6,29.51555,5.9568,Loam
2984,2869,-0.0385,No,40.47,-86.98,soybean,15,0,0,0,1,1,1,604.2,507.199,97.001,18.6,29.51555,5.9568,Loam
3508,3481,-0.0077,No,40.47,-86.98,soybean,16,0,0,0,1,1,1,719.1,490.112,228.988,18.5,28.35973,5.22823,Loam
3454,3414,-0.0116,No,40.47,-86.98,soybean,16,0,0,0,1,1,1,719.1,490.112,228.988,18.5,28.35973,5.22823,Loam
3091,3723,0.2045,Yes,40.47,-86.98,soybean,17,0,0,0,1,1,1,404.1,543.628,-139.528,20.65,30.93442,7.87919,Loam
3528,3871,0.0972,Yes,40.47,-86.98,soybean,17,0,0,0,1,1,1,404.1,543.628,-139.528,20.65,30.93442,7.87919,Loam
